,flowS1-curr,prcpS1-1day,prcpS2-1day,prcpS3-1day,flowS1-1day,flowS2-1day,prcpS1-2day,prcpS2-2day,prcpS3-2day,flowS1-2day,flowS2-2day,prcpS1-3day,prcpS2-3day,prcpS3-3day,flowS1-3day,flowS2-3day
3175,small,small,small,small,small,small,medium,large,small,small,small,medium,small,large,small,small
3176,small,small,small,small,small,small,small,small,small,small,small,medium,large,small,small,small
3177,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3178,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3179,small,large,large,large,small,small,small,small,small,small,small,small,small,small,small,small
3180,small,medium,large,large,small,small,large,large,large,small,small,small,small,small,small,small
3181,small,large,large,medium,small,small,medium,large,large,small,small,large,large,large,small,small
3182,small,small,medium,medium,small,small,large,large,medium,small,small,medium,large,large,small,small
3183,small,small,medium,small,small,small,small,medium,medium,small,small,large,large,medium,small,small
3184,small,small,small,small,small,small,small,medium,small,small,small,small,medium,medium,small,small
3185,small,small,small,small,small,small,small,small,small,small,small,small,medium,small,small,small
3186,small,medium,small,large,small,small,small,small,small,small,small,small,small,small,small,small
3187,small,medium,medium,medium,small,small,medium,small,large,small,small,small,small,small,small,small
3188,small,small,small,small,small,small,medium,medium,medium,small,small,medium,small,large,small,small
3189,small,small,small,small,small,small,small,small,small,small,small,medium,medium,medium,small,small
3190,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3191,small,large,large,large,small,small,small,small,small,small,small,small,small,small,small,small
3192,small,medium,small,small,small,small,large,large,large,small,small,small,small,small,small,small
3193,small,small,small,small,small,small,medium,small,small,small,small,large,large,large,small,small
3194,small,small,small,small,small,small,small,small,small,small,small,medium,small,small,small,small
3195,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3196,small,large,large,medium,small,small,small,small,small,small,small,small,small,small,small,small
3197,small,medium,medium,large,small,small,large,large,medium,small,small,small,small,small,small,small
3198,small,medium,medium,large,small,small,medium,medium,large,small,small,large,large,medium,small,small
3199,small,small,small,medium,small,small,medium,medium,large,small,small,medium,medium,large,small,small
3200,small,large,large,large,small,medium,large,large,large,small,medium,large,small,large,medium,large
3201,small,small,small,small,small,small,large,large,large,small,medium,large,large,large,small,medium
3202,small,small,small,small,small,small,small,small,small,small,small,large,large,large,small,medium
3203,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3204,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3205,small,medium,medium,medium,small,small,small,small,small,small,small,small,small,small,small,small
3206,small,small,small,small,small,small,medium,medium,medium,small,small,small,small,small,small,small
3207,small,small,small,small,small,small,small,small,small,small,small,medium,medium,medium,small,small
3208,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3209,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3210,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3211,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3212,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3213,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3214,small,medium,small,medium,small,small,small,small,small,small,small,small,small,small,small,small
3215,small,small,small,small,small,small,medium,small,medium,small,small,small,small,small,small,small
3216,small,small,small,small,small,small,small,small,small,small,small,medium,small,medium,small,small
3217,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3218,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3219,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3220,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3221,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3222,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3223,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3224,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3225,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3226,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3227,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3228,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3229,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3230,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3231,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3232,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3233,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3234,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3235,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3236,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3237,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3238,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3239,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3240,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small,small
3241,small,large,large,medium,small,small,small,small,small,small,small,small,small,small,small,small
